file,y_threshold,y_mask_ratio,y_large_components,y_boxes,lab_threshold,lab_mask_ratio,lab_large_components,lab_boxes,target_L,target_a,target_b
fruit1.png,0.1654633730649948,0.33323242187499996,4,4,38.55567932128906,0.21346679687499998,7,7,65.79640197753906,12.059659004211426,57.61220932006836
fruit2 (1).jpg,0.2328856885433197,0.32133379888268154,16,15,26.293842315673828,0.12437150837988827,10,9,38.41444396972656,24.252832412719727,33.62660217285156
fruit2.jpg,0.2328856885433197,0.32133379888268154,16,15,26.293842315673828,0.12437150837988827,10,9,38.41444396972656,24.252832412719727,33.62660217285156
fruit3.png,0.23981955647468567,0.3666015625,15,14,38.32907485961914,0.2390625,12,8,17.366436004638672,20.482032775878906,5.546930313110352
fruit4.png,0.672641932964325,0.363604797979798,5,5,39.330406188964844,0.20023674242424244,10,8,52.93535614013672,16.813739776611328,45.54492950439453
