feature,classifier,accuracy,train_time_sec,feature_dim
manual,LogisticRegression,0.9888888888888889,0.5568363000056706,324
skimage,LogisticRegression,0.9888888888888889,0.2578695000265725,324
manual,LinearSVC,0.9822222222222222,4.022260199999437,324
skimage,LinearSVC,0.9755555555555555,2.9581427999946754,324
